Object Count,Block Material,X-Coordinate,Y-Coordinate,Z-Coordinate
114,Stone,-193,153,16
115,Stone,-193,154,16
116,Stone,-193,155,16
117,Stone,-193,156,16
118,Stone,-193,157,16
119,Stone,-193,149,17
120,Stone,-193,150,17
121,Stone,-193,151,17
122,Stone,-193,152,17
123,Stone,-193,126,14
124,Stone,-193,127,14
125,Stone,-193,127,15
126,Stone,-193,128,15
127,Stone,-193,129,15
128,Stone,-192,179,3
129,Stone,-192,179,4
130,Stone,-192,178,5
131,Stone,-192,177,6
132,Stone,-192,178,6
133,Stone,-192,177,7
134,Stone,-192,176,8
135,Stone,-192,175,9
136,Stone,-192,174,10
137,Stone,-192,172,11
138,Stone,-192,173,11
139,Stone,-192,171,12
140,Stone,-192,172,12
141,Stone,-192,169,13
142,Stone,-192,170,13
143,Stone,-192,171,13
144,Stone,-192,167,14
145,Stone,-192,168,14
146,Stone,-192,169,14
147,Stone,-192,165,15
148,Stone,-192,166,15
149,Stone,-192,167,15
150,Stone,-192,162,16
151,Stone,-192,163,16
152,Stone,-192,164,16
153,Stone,-192,165,16
154,Stone,-192,159,17
155,Stone,-192,160,17
156,Stone,-192,161,17
157,Stone,-192,162,17
158,Stone,-192,154,18
159,Stone,-192,155,18
160,Stone,-192,156,18
161,Stone,-192,157,18
162,Stone,-192,158,18
163,Stone,-192,159,18
164,Stone,-192,149,19
165,Stone,-192,150,19
166,Stone,-192,151,19
167,Stone,-192,152,19
168,Stone,-192,153,19
169,Stone,-192,154,19
170,Stone,-192,155,19
171,Stone,-192,127,17
172,Stone,-192,128,17
173,Stone,-192,127,18
174,Stone,-192,128,18
175,Stone,-192,129,18
176,Stone,-192,108,3
177,Stone,-192,108,4
178,Stone,-191,183,2
179,Stone,-191,183,3
180,Stone,-191,182,5
181,Stone,-191,181,7
182,Stone,-191,180,8
183,Stone,-191,179,9
184,Stone,-191,180,9
185,Stone,-191,178,10
186,Stone,-191,179,10
187,Stone,-191,177,11
188,Stone,-191,178,11
189,Stone,-191,176,12
190,Stone,-191,177,12
191,Stone,-191,174,13
192,Stone,-191,175,13
193,Stone,-191,173,14
194,Stone,-191,174,14
195,Stone,-191,171,15
196,Stone,-191,172,15
197,Stone,-191,169,16
198,Stone,-191,170,16
199,Stone,-191,171,16
200,Stone,-191,166,17
201,Stone,-191,167,17
202,Stone,-191,168,17
203,Stone,-191,169,17
204,Stone,-191,163,18
205,Stone,-191,164,18
206,Stone,-191,165,18
207,Stone,-191,166,18
208,Stone,-191,160,19
209,Stone,-191,161,19
210,Stone,-191,162,19
211,Stone,-191,163,19
212,Stone,-191,164,19
213,Stone,-191,155,20
214,Stone,-191,156,20
215,Stone,-191,157,20
216,Stone,-191,158,20
217,Stone,-191,159,20
218,Stone,-191,160,20
219,Stone,-191,161,20
220,Stone,-191,149,21
221,Stone,-191,150,21
222,Stone,-191,151,21
223,Stone,-191,152,21
224,Stone,-191,153,21
225,Stone,-191,154,21
226,Stone,-191,155,21
227,Stone,-191,156,21
228,Stone,-191,157,21
229,Stone,-191,149,22
230,Stone,-191,150,22
231,Stone,-191,104,3
232,Stone,-191,105,5
233,Stone,-191,105,6
234,Stone,-191,106,7
235,Stone,-191,107,8
236,Stone,-191,107,9
237,Stone,-191,108,9
238,Stone,-191,108,10
239,Stone,-191,127,19
240,Stone,-191,127,20
241,Stone,-191,128,20
242,Stone,-191,129,20
243,Stone,-190,187,1
244,Stone,-190,186,4
245,Stone,-190,186,5
246,Stone,-190,185,6
247,Stone,-190,185,7
248,Stone,-190,184,8
249,Stone,-190,183,9
250,Stone,-190,182,10
251,Stone,-190,181,11
252,Stone,-190,182,11
253,Stone,-190,180,12
254,Stone,-190,181,12
255,Stone,-190,179,13
256,Stone,-190,180,13
257,Stone,-190,177,14
258,Stone,-190,178,14
259,Stone,-190,176,15
260,Stone,-190,177,15
261,Stone,-190,174,16
262,Stone,-190,175,16
263,Stone,-190,172,17
264,Stone,-190,173,17
265,Stone,-190,174,17
266,Stone,-190,170,18
267,Stone,-190,171,18
268,Stone,-190,172,18
269,Stone,-190,167,19
270,Stone,-190,168,19
271,Stone,-190,169,19
272,Stone,-190,170,19
273,Stone,-190,164,20
274,Stone,-190,165,20
275,Stone,-190,166,20
276,Stone,-190,167,20
277,Stone,-190,160,21
278,Stone,-190,161,21
279,Stone,-190,162,21
280,Stone,-190,163,21
281,Stone,-190,164,21
282,Stone,-190,165,21
283,Stone,-190,155,22
284,Stone,-190,156,22
285,Stone,-190,157,22
286,Stone,-190,158,22
287,Stone,-190,159,22
288,Stone,-190,160,22
289,Stone,-190,161,22
290,Stone,-190,149,23
291,Stone,-190,150,23
292,Stone,-190,151,23
293,Stone,-190,152,23
294,Stone,-190,153,23
295,Stone,-190,154,23
296,Stone,-190,155,23
297,Stone,-190,156,23
298,Stone,-190,157,23
299,Stone,-190,149,24
300,Stone,-190,150,24
301,Stone,-190,100,1
302,Stone,-190,101,4
303,Stone,-190,101,5
304,Stone,-190,102,6
305,Stone,-190,102,7
306,Stone,-190,103,8
307,Stone,-190,104,9
308,Stone,-190,104,10
309,Stone,-190,105,10
310,Stone,-190,105,11
311,Stone,-190,106,11
312,Stone,-190,106,12
313,Stone,-190,107,12
314,Stone,-190,107,13
315,Stone,-190,108,13
316,Stone,-190,109,14
317,Stone,-190,127,22
318,Stone,-190,128,22
319,Stone,-190,129,22
320,Stone,-189,190,2
321,Stone,-189,189,5
322,Stone,-189,188,7
323,Stone,-189,187,8
324,Stone,-189,187,9
325,Stone,-189,186,10
326,Stone,-189,185,11
327,Stone,-189,184,12
328,Stone,-189,183,13
329,Stone,-189,181,14
330,Stone,-189,182,14
331,Stone,-189,180,15
332,Stone,-189,181,15
333,Stone,-189,178,16
334,Stone,-189,179,16
335,Stone,-189,180,16
336,Stone,-189,177,17
337,Stone,-189,178,17
338,Stone,-189,175,18
339,Stone,-189,176,18
340,Stone,-189,177,18
341,Stone,-189,173,19
342,Stone,-189,174,19
343,Stone,-189,175,19
344,Stone,-189,170,20
345,Stone,-189,171,20
346,Stone,-189,172,20
347,Stone,-189,173,20
348,Stone,-189,168,21
349,Stone,-189,169,21
350,Stone,-189,170,21
351,Stone,-189,171,21
352,Stone,-189,164,22
353,Stone,-189,165,22
354,Stone,-189,166,22
355,Stone,-189,167,22
356,Stone,-189,168,22
357,Stone,-189,160,23
358,Stone,-189,161,23
359,Stone,-189,162,23
360,Stone,-189,163,23
361,Stone,-189,164,23
362,Stone,-189,165,23
363,Stone,-189,154,24
364,Stone,-189,155,24
365,Stone,-189,156,24
366,Stone,-189,157,24
367,Stone,-189,158,24
368,Stone,-189,159,24
369,Stone,-189,160,24
370,Stone,-189,161,24
371,Stone,-189,149,25
372,Stone,-189,150,25
373,Stone,-189,151,25
374,Stone,-189,152,25
375,Stone,-189,153,25
376,Stone,-189,154,25
377,Stone,-189,155,25
378,Stone,-189,156,25
379,Stone,-189,157,25
380,Stone,-189,97,2
381,Stone,-189,98,5
382,Stone,-189,99,7
383,Stone,-189,100,8
384,Stone,-189,100,9
385,Stone,-189,101,10
386,Stone,-189,102,11
387,Stone,-189,103,12
388,Stone,-189,104,13
389,Stone,-189,105,14
390,Stone,-189,106,14
391,Stone,-189,106,15
392,Stone,-189,107,15
393,Stone,-189,107,16
394,Stone,-189,108,16
395,Stone,-189,109,16
396,Stone,-189,109,17
397,Stone,-189,127,23
398,Stone,-189,127,24
399,Stone,-189,128,24
400,Stone,-189,129,24
401,Stone,-189,130,24
402,Stone,-189,130,25
403,Stone,-188,193,2
404,Stone,-188,192,5
405,Stone,-188,191,7
406,Stone,-188,190,9
407,Stone,-188,189,10
408,Stone,-188,188,11
409,Stone,-188,187,12
410,Stone,-188,188,12
411,Stone,-188,186,13
412,Stone,-188,187,13
413,Stone,-188,185,14
414,Stone,-188,186,14
415,Stone,-188,184,15
416,Stone,-188,185,15
417,Stone,-188,182,16
418,Stone,-188,183,16
419,Stone,-188,181,17
420,Stone,-188,182,17
421,Stone,-188,179,18
422,Stone,-188,180,18
423,Stone,-188,181,18
424,Stone,-188,177,19
425,Stone,-188,178,19
426,Stone,-188,179,19
427,Stone,-188,175,20
428,Stone,-188,176,20
429,Stone,-188,177,20
430,Stone,-188,173,21
431,Stone,-188,174,21
432,Stone,-188,175,21
433,Stone,-188,170,22
434,Stone,-188,171,22
435,Stone,-188,172,22
436,Stone,-188,173,22
437,Stone,-188,167,23
438,Stone,-188,168,23
439,Stone,-188,169,23
440,Stone,-188,170,23
441,Stone,-188,171,23
442,Stone,-188,164,24
443,Stone,-188,165,24
444,Stone,-188,166,24
445,Stone,-188,167,24
446,Stone,-188,168,24
447,Stone,-188,159,25
448,Stone,-188,160,25
449,Stone,-188,161,25
450,Stone,-188,162,25
451,Stone,-188,163,25
452,Stone,-188,164,25
453,Stone,-188,165,25
454,Stone,-188,152,26
455,Stone,-188,153,26
456,Stone,-188,154,26
457,Stone,-188,155,26
458,Stone,-188,156,26
459,Stone,-188,157,26
460,Stone,-188,158,26
461,Stone,-188,159,26
462,Stone,-188,160,26
463,Stone,-188,148,27
464,Stone,-188,149,27
465,Stone,-188,150,27
466,Stone,-188,151,27
467,Stone,-188,152,27
468,Stone,-188,153,27
469,Stone,-188,154,27
470,Stone,-188,155,27
471,Stone,-188,94,2
472,Stone,-188,95,5
473,Stone,-188,96,7
474,Stone,-188,97,9
475,Stone,-188,98,10
476,Stone,-188,99,11
477,Stone,-188,99,12
478,Stone,-188,100,12
479,Stone,-188,100,13
480,Stone,-188,101,13
481,Stone,-188,101,14
482,Stone,-188,102,14
483,Stone,-188,102,15
484,Stone,-188,103,15
485,Stone,-188,104,16
486,Stone,-188,105,16
487,Stone,-188,105,17
488,Stone,-188,106,17
489,Stone,-188,106,18
490,Stone,-188,107,18
491,Stone,-188,108,18
492,Stone,-188,108,19
493,Stone,-188,109,19
494,Stone,-188,127,25
495,Stone,-188,128,25
496,Stone,-188,127,26
497,Stone,-188,128,26
498,Stone,-188,129,26
499,Stone,-188,130,26
500,Stone,-187,195,4
501,Stone,-187,195,5
502,Stone,-187,194,7
503,Stone,-187,193,8
504,Stone,-187,193,9
505,Stone,-187,192,10
506,Stone,-187,191,11
507,Stone,-187,190,12
508,Stone,-187,191,12
509,Stone,-187,189,13
510,Stone,-187,190,13
511,Stone,-187,188,14
512,Stone,-187,189,14
513,Stone,-187,187,15
514,Stone,-187,188,15
515,Stone,-187,186,16
516,Stone,-187,187,16
517,Stone,-187,184,17
518,Stone,-187,185,17
519,Stone,-187,186,17
520,Stone,-187,183,18
521,Stone,-187,184,18
522,Stone,-187,181,19
523,Stone,-187,182,19
524,Stone,-187,183,19
525,Stone,-187,180,20
526,Stone,-187,181,20
527,Stone,-187,178,21
528,Stone,-187,179,21
529,Stone,-187,175,22
530,Stone,-187,176,22
531,Stone,-187,177,22
532,Stone,-187,178,22
533,Stone,-187,173,23
534,Stone,-187,174,23
535,Stone,-187,175,23
536,Stone,-187,170,24
537,Stone,-187,171,24
538,Stone,-187,172,24
539,Stone,-187,173,24
540,Stone,-187,167,25
541,Stone,-187,168,25
542,Stone,-187,169,25
543,Stone,-187,170,25
544,Stone,-187,162,26
545,Stone,-187,163,26
546,Stone,-187,164,26
547,Stone,-187,165,26
548,Stone,-187,166,26
549,Stone,-187,167,26
550,Stone,-187,157,27
551,Stone,-187,158,27
552,Stone,-187,159,27
553,Stone,-187,160,27
554,Stone,-187,161,27
555,Stone,-187,162,27
556,Stone,-187,163,27
557,Stone,-187,164,27
558,Stone,-187,148,28
559,Stone,-187,149,28
560,Stone,-187,150,28
561,Stone,-187,151,28
562,Stone,-187,152,28
563,Stone,-187,153,28
564,Stone,-187,154,28
565,Stone,-187,155,28
566,Stone,-187,156,28
567,Stone,-187,157,28
568,Stone,-187,158,28
569,Stone,-187,159,28
570,Stone,-187,148,29
571,Stone,-187,149,29
572,Stone,-187,150,29
573,Stone,-187,151,29
574,Stone,-187,152,29
575,Stone,-187,91,0
576,Stone,-187,91,1
577,Stone,-187,92,4
578,Stone,-187,92,5
579,Stone,-187,93,7
580,Stone,-187,94,8
581,Stone,-187,94,9
582,Stone,-187,95,10
583,Stone,-187,96,11
584,Stone,-187,96,12
585,Stone,-187,97,12
586,Stone,-187,97,13
587,Stone,-187,98,13
588,Stone,-187,98,14
589,Stone,-187,99,14
590,Stone,-187,99,15
591,Stone,-187,100,15
592,Stone,-187,100,16
593,Stone,-187,101,16
594,Stone,-187,101,17
595,Stone,-187,102,17
596,Stone,-187,103,18
597,Stone,-187,104,18
598,Stone,-187,104,19
599,Stone,-187,105,19
600,Stone,-187,106,19
601,Stone,-187,106,20
602,Stone,-187,107,20
603,Stone,-187,108,21
604,Stone,-187,109,21
605,Stone,-187,109,22
606,Stone,-187,126,27
607,Stone,-187,127,27
608,Stone,-187,128,27
609,Stone,-187,129,27
610,Stone,-187,130,27
611,Stone,-187,128,28
612,Stone,-187,129,28
613,Stone,-187,130,28
614,Stone,-187,131,28
615,Stone,-186,194,11
616,Stone,-186,193,12
617,Stone,-186,194,12
618,Stone,-186,192,13
619,Stone,-186,193,13
620,Stone,-186,191,14
621,Stone,-186,192,14
622,Stone,-186,190,15
623,Stone,-186,191,15
624,Stone,-186,189,16
625,Stone,-186,190,16
626,Stone,-186,188,17
627,Stone,-186,189,17
628,Stone,-186,186,18
629,Stone,-186,187,18
630,Stone,-186,185,19
631,Stone,-186,186,19
632,Stone,-186,183,20
633,Stone,-186,184,20
634,Stone,-186,185,20
635,Stone,-186,181,21
636,Stone,-186,182,21
637,Stone,-186,183,21
638,Stone,-186,180,22
639,Stone,-186,181,22
640,Stone,-186,178,23
641,Stone,-186,179,23
642,Stone,-186,180,23
643,Stone,-186,175,24
644,Stone,-186,176,24
645,Stone,-186,177,24
646,Stone,-186,178,24
647,Stone,-186,175,24
648,Stone,-186,176,24
649,Stone,-186,177,24
650,Stone,-186,178,24
651,Stone,-186,175,24
652,Stone,-186,176,24
653,Stone,-186,177,24
654,Stone,-186,178,24
655,Stone,-186,172,25
656,Stone,-186,173,25
657,Stone,-186,174,25
658,Stone,-186,175,25
659,Stone,-186,169,26
660,Stone,-186,170,26
661,Stone,-186,171,26
662,Stone,-186,172,26
663,Stone,-186,173,26
664,Stone,-186,165,27
665,Stone,-186,166,27
666,Stone,-186,167,27
667,Stone,-186,168,27
668,Stone,-186,169,27
669,Stone,-186,170,27
670,Stone,-186,160,28
671,Stone,-186,161,28
672,Stone,-186,162,28
673,Stone,-186,163,28
674,Stone,-186,164,28
675,Stone,-186,165,28
676,Stone,-186,166,28
677,Stone,-186,153,29
678,Stone,-186,154,29
679,Stone,-186,155,29
680,Stone,-186,156,29
681,Stone,-186,157,29
682,Stone,-186,158,29
683,Stone,-186,159,29
684,Stone,-186,160,29
685,Stone,-186,161,29
686,Stone,-186,162,29
687,Stone,-186,146,30
688,Stone,-186,147,30
689,Stone,-186,148,30
690,Stone,-186,149,30
691,Stone,-186,150,30
692,Stone,-186,151,30
693,Stone,-186,152,30
694,Stone,-186,153,30
695,Stone,-186,154,30
696,Stone,-186,155,30
697,Stone,-186,156,30
698,Stone,-186,89,3
699,Stone,-186,89,4
700,Stone,-186,90,6
701,Stone,-186,90,7
702,Stone,-186,91,8
703,Stone,-186,91,9
704,Stone,-186,92,10
705,Stone,-186,93,11
706,Stone,-186,93,12
707,Stone,-186,94,12
708,Stone,-186,94,13
709,Stone,-186,95,13
710,Stone,-186,95,14
711,Stone,-186,96,14
712,Stone,-186,96,15
713,Stone,-186,97,15
714,Stone,-186,97,16
715,Stone,-186,98,16
716,Stone,-186,98,17
717,Stone,-186,99,17
718,Stone,-186,99,18
719,Stone,-186,103,20
720,Stone,-186,104,20
721,Stone,-186,104,21
722,Stone,-186,105,21
723,Stone,-186,106,22
724,Stone,-186,107,22
725,Stone,-186,107,23
726,Stone,-186,108,23
727,Stone,-186,109,23
728,Stone,-186,110,23
729,Stone,-186,110,24
730,Stone,-186,126,28
731,Stone,-186,127,28
732,Stone,-186,126,29
733,Stone,-186,127,29
734,Stone,-186,128,29
735,Stone,-186,129,29
736,Stone,-186,130,29
737,Stone,-186,131,29
738,Stone,-186,132,29
739,Stone,-186,133,29
740,Stone,-186,131,30
741,Stone,-186,132,30
742,Stone,-186,133,30
743,Stone,-185,194,14
744,Stone,-185,193,15
745,Stone,-185,194,15
746,Stone,-185,192,16
747,Stone,-185,193,16
748,Stone,-185,191,17
749,Stone,-185,192,17
750,Stone,-185,190,18
751,Stone,-185,191,18
752,Stone,-185,188,19
753,Stone,-185,189,19
754,Stone,-185,187,20
755,Stone,-185,188,20
756,Stone,-185,185,21
757,Stone,-185,186,21
758,Stone,-185,184,22
759,Stone,-185,185,22
760,Stone,-185,171,27
761,Stone,-185,172,27
762,Stone,-185,173,27
763,Stone,-185,167,28
764,Stone,-185,168,28
765,Stone,-185,169,28
766,Stone,-185,170,28
767,Stone,-185,171,28
768,Stone,-185,172,28
769,Stone,-185,163,29
770,Stone,-185,164,29
771,Stone,-185,165,29
772,Stone,-185,166,29
773,Stone,-185,167,29
774,Stone,-185,168,29
775,Stone,-185,126,30
776,Stone,-185,127,30
777,Stone,-185,128,30
778,Stone,-185,129,30
779,Stone,-185,130,30
780,Stone,-185,126,30
781,Stone,-185,127,30
782,Stone,-185,128,30
783,Stone,-185,129,30
784,Stone,-185,130,30
785,Stone,-185,131,30
786,Stone,-185,132,30
787,Stone,-185,133,30
788,Stone,-185,134,30
789,Stone,-185,135,30
790,Stone,-185,136,30
791,Stone,-185,137,30
792,Stone,-185,138,30
793,Stone,-185,139,30
794,Stone,-185,140,30
795,Stone,-185,141,30
796,Stone,-185,142,30
797,Stone,-185,143,30
798,Stone,-185,144,30
799,Stone,-185,145,30
800,Stone,-185,146,30
801,Stone,-185,147,30
802,Stone,-185,148,30
803,Stone,-185,149,30
804,Stone,-185,150,30
805,Stone,-185,151,30
806,Stone,-185,152,30
807,Stone,-185,153,30
808,Stone,-185,154,30
809,Stone,-185,155,30
810,Stone,-185,156,30
811,Stone,-185,126,30
812,Stone,-185,127,30
813,Stone,-185,128,30
814,Stone,-185,129,30
815,Stone,-185,130,30
816,Stone,-185,131,30
817,Stone,-185,132,30
818,Stone,-185,133,30
819,Stone,-185,134,30
820,Stone,-185,135,30
821,Stone,-185,136,30
822,Stone,-185,137,30
823,Stone,-185,138,30
824,Stone,-185,139,30
825,Stone,-185,140,30
826,Stone,-185,141,30
827,Stone,-185,142,30
828,Stone,-185,143,30
829,Stone,-185,144,30
830,Stone,-185,145,30
831,Stone,-185,146,30
832,Stone,-185,147,30
833,Stone,-185,148,30
834,Stone,-185,149,30
835,Stone,-185,150,30
836,Stone,-185,151,30
837,Stone,-185,152,30
838,Stone,-185,153,30
839,Stone,-185,154,30
840,Stone,-185,155,30
841,Stone,-185,156,30
842,Stone,-185,157,30
843,Stone,-185,158,30
844,Stone,-185,159,30
845,Stone,-185,160,30
846,Stone,-185,161,30
847,Stone,-185,162,30
848,Stone,-185,163,30
849,Stone,-185,164,30
850,Stone,-185,128,31
851,Stone,-185,129,31
852,Stone,-185,130,31
853,Stone,-185,131,31
854,Stone,-185,132,31
855,Stone,-185,133,31
856,Stone,-185,134,31
857,Stone,-185,135,31
858,Stone,-185,136,31
859,Stone,-185,128,31
860,Stone,-185,129,31
861,Stone,-185,130,31
862,Stone,-185,131,31
863,Stone,-185,132,31
864,Stone,-185,133,31
865,Stone,-185,134,31
866,Stone,-185,135,31
867,Stone,-185,136,31
868,Stone,-185,128,31
869,Stone,-185,129,31
870,Stone,-185,130,31
871,Stone,-185,131,31
872,Stone,-185,132,31
873,Stone,-185,133,31
874,Stone,-185,134,31
875,Stone,-185,135,31
876,Stone,-185,136,31
877,Stone,-185,137,31
878,Stone,-185,138,31
879,Stone,-185,139,31
880,Stone,-185,140,31
881,Stone,-185,141,31
882,Stone,-185,142,31
883,Stone,-185,143,31
884,Stone,-185,144,31
885,Stone,-185,145,31
886,Stone,-185,146,31
887,Stone,-185,147,31
888,Stone,-185,148,31
889,Stone,-185,149,31
890,Stone,-185,150,31
891,Stone,-185,151,31
892,Stone,-185,152,31
893,Stone,-185,153,31
894,Stone,-185,154,31
895,Stone,-185,155,31
896,Stone,-185,156,31
897,Stone,-185,157,31
898,Stone,-185,158,31
899,Stone,-185,159,31
900,Stone,-185,136,32
901,Stone,-185,137,32
902,Stone,-185,138,32
903,Stone,-185,139,32
904,Stone,-185,140,32
905,Stone,-185,141,32
906,Stone,-185,142,32
907,Stone,-185,143,32
908,Stone,-185,144,32
909,Stone,-185,145,32
910,Stone,-185,146,32
911,Stone,-185,147,32
912,Stone,-185,148,32
913,Stone,-185,149,32
914,Stone,-185,150,32
915,Stone,-185,151,32
916,Stone,-185,90,11
917,Stone,-185,91,12
918,Stone,-185,92,13
919,Stone,-185,92,14
920,Stone,-185,93,14
921,Stone,-185,93,15
922,Stone,-185,94,15
923,Stone,-185,94,16
924,Stone,-185,95,16
925,Stone,-185,95,17
926,Stone,-185,96,17
927,Stone,-185,96,18
928,Stone,-185,97,18
929,Stone,-185,105,23
930,Stone,-185,106,23
931,Stone,-185,106,24
932,Stone,-185,107,24
933,Stone,-185,108,24
934,Stone,-185,108,25
935,Stone,-185,109,25
936,Stone,-185,110,25
937,Stone,-185,110,26
938,Stone,-184,169,29
939,Stone,-184,170,29
940,Stone,-184,171,29
941,Stone,-184,165,30
942,Stone,-184,166,30
943,Stone,-184,167,30
944,Stone,-184,168,30
945,Stone,-184,169,30
946,Stone,-184,170,30
947,Stone,-184,125,31
948,Stone,-184,126,31
949,Stone,-184,127,31
950,Stone,-184,128,31
951,Stone,-184,125,31
952,Stone,-184,126,31
953,Stone,-184,127,31
954,Stone,-184,128,31
955,Stone,-184,129,31
956,Stone,-184,130,31
957,Stone,-184,131,31
958,Stone,-184,132,31
959,Stone,-184,133,31
960,Stone,-184,134,31
961,Stone,-184,135,31
962,Stone,-184,136,31
963,Stone,-184,137,31
964,Stone,-184,138,31
965,Stone,-184,139,31
966,Stone,-184,140,31
967,Stone,-184,141,31
968,Stone,-184,142,31
969,Stone,-184,143,31
970,Stone,-184,144,31
971,Stone,-184,145,31
972,Stone,-184,146,31
973,Stone,-184,147,31
974,Stone,-184,148,31
975,Stone,-184,149,31
976,Stone,-184,150,31
977,Stone,-184,151,31
978,Stone,-184,152,31
979,Stone,-184,153,31
980,Stone,-184,154,31
981,Stone,-184,155,31
982,Stone,-184,156,31
983,Stone,-184,157,31
984,Stone,-184,158,31
985,Stone,-184,125,31
986,Stone,-184,126,31
987,Stone,-184,127,31
988,Stone,-184,128,31
989,Stone,-184,129,31
990,Stone,-184,130,31
991,Stone,-184,131,31
992,Stone,-184,132,31
993,Stone,-184,133,31
994,Stone,-184,134,31
995,Stone,-184,135,31
996,Stone,-184,136,31
997,Stone,-184,137,31
998,Stone,-184,138,31
999,Stone,-184,139,31
1000,Stone,-184,140,31
1001,Stone,-184,141,31
1002,Stone,-184,142,31
1003,Stone,-184,143,31
1004,Stone,-184,144,31
1005,Stone,-184,145,31
1006,Stone,-184,146,31
1007,Stone,-184,147,31
1008,Stone,-184,148,31
1009,Stone,-184,149,31
1010,Stone,-184,150,31
1011,Stone,-184,151,31
1012,Stone,-184,152,31
1013,Stone,-184,153,31
1014,Stone,-184,154,31
1015,Stone,-184,155,31
1016,Stone,-184,156,31
1017,Stone,-184,157,31
1018,Stone,-184,158,31
1019,Stone,-184,159,31
1020,Stone,-184,160,31
1021,Stone,-184,161,31
1022,Stone,-184,162,31
1023,Stone,-184,163,31
1024,Stone,-184,164,31
1025,Stone,-184,165,31
1026,Stone,-184,166,31
1027,Stone,-184,126,32
1028,Stone,-184,127,32
1029,Stone,-184,128,32
1030,Stone,-184,129,32
1031,Stone,-184,130,32
1032,Stone,-184,131,32
1033,Stone,-184,132,32
1034,Stone,-184,133,32
1035,Stone,-184,134,32
1036,Stone,-184,135,32
1037,Stone,-184,136,32
1038,Stone,-184,137,32
1039,Stone,-184,138,32
1040,Stone,-184,126,32
1041,Stone,-184,127,32
1042,Stone,-184,128,32
1043,Stone,-184,129,32
1044,Stone,-184,130,32
1045,Stone,-184,131,32
1046,Stone,-184,132,32
1047,Stone,-184,133,32
1048,Stone,-184,134,32
1049,Stone,-184,135,32
1050,Stone,-184,136,32
1051,Stone,-184,137,32
1052,Stone,-184,138,32
1053,Stone,-184,139,32
1054,Stone,-184,140,32
1055,Stone,-184,141,32
1056,Stone,-184,142,32
1057,Stone,-184,143,32
1058,Stone,-184,144,32
1059,Stone,-184,145,32
1060,Stone,-184,146,32
1061,Stone,-184,147,32
1062,Stone,-184,148,32
1063,Stone,-184,149,32
1064,Stone,-184,126,32
1065,Stone,-184,127,32
1066,Stone,-184,128,32
